Wage_Date,MIP_sector_id,MIP_sector_name,Count_Workers,Total_Workers,Share
2013-01-01,4,"Electricity, gas, water and waste management",5461,543339,1.01
2013-01-01,5,Construction,72720,543339,13.38
2013-01-01,6,"Wholesale and retail trade, accommodation and food services",109110,543339,20.08
2013-01-01,7,"Transport, communications and information services",53861,543339,9.91
2013-01-01,8,Financial intermediation,23945,543339,4.41
2013-01-01,9,Real estate and housing services,4965,543339,0.91
2013-01-01,10,Business services,79935,543339,14.71
2013-01-01,11,Personal services,79451,543339,14.62
2013-01-01,12,Public administration,7079,543339,1.3
2013-02-01,1,"Agriculture, forestry and fishing",33700,542489,6.21
2013-02-01,2,Mining,13395,542489,2.47
2013-02-01,3,Manufacturing,61571,542489,11.35
2013-02-01,4,"Electricity, gas, water and waste management",5496,542489,1.01
2013-02-01,5,Construction,73343,542489,13.52
2013-02-01,6,"Wholesale and retail trade, accommodation and food services",108614,542489,20.02
2013-02-01,7,"Transport, communications and information services",54180,542489,9.99
2013-02-01,8,Financial intermediation,23907,542489,4.41
2013-02-01,9,Real estate and housing services,4924,542489,0.91
2013-02-01,10,Business services,80260,542489,14.79
2013-02-01,11,Personal services,78438,542489,14.46
2013-02-01,12,Public administration,7075,542489,1.3
2013-03-01,1,"Agriculture, forestry and fishing",34059,555539,6.13
2013-03-01,2,Mining,13484,555539,2.43
2013-03-01,3,Manufacturing,63404,555539,11.41
2013-03-01,4,"Electricity, gas, water and waste management",5561,555539,1.0
2013-03-01,5,Construction,74830,555539,13.47
2013-03-01,6,"Wholesale and retail trade, accommodation and food services",113364,555539,20.41
2013-03-01,7,"Transport, communications and information services",54801,555539,9.86
2013-03-01,8,Financial intermediation,24083,555539,4.34
2013-03-01,9,Real estate and housing services,4999,555539,0.9
2013-03-01,10,Business services,81003,555539,14.58
2013-03-01,11,Personal services,81720,555539,14.71
2013-03-01,12,Public administration,7067,555539,1.27
2013-04-01,1,"Agriculture, forestry and fishing",32320,556079,5.81
2013-04-01,2,Mining,13445,556079,2.42
2013-04-01,3,Manufacturing,63410,556079,11.4
2013-04-01,4,"Electricity, gas, water and waste management",5524,556079,0.99
2013-04-01,5,Construction,75785,556079,13.63
2013-04-01,6,"Wholesale and retail trade, accommodation and food services",112620,556079,20.25
2013-04-01,7,"Transport, communications and information services",55087,556079,9.91
2013-04-01,8,Financial intermediation,24079,556079,4.33
2013-04-01,9,Real estate and housing services,5061,556079,0.91
2013-04-01,10,Business services,81561,556079,14.67
2013-04-01,11,Personal services,82839,556079,14.9
2013-04-01,12,Public administration,7409,556079,1.33
2013-05-01,1,"Agriculture, forestry and fishing",29201,553126,5.28
2013-05-01,2,Mining,13334,553126,2.41
2013-05-01,3,Manufacturing,62711,553126,11.34
2013-05-01,4,"Electricity, gas, water and waste management",5578,553126,1.01
2013-05-01,5,Construction,76032,553126,13.75
2013-05-01,6,"Wholesale and retail trade, accommodation and food services",112095,553126,20.27
2013-05-01,7,"Transport, communications and information services",55115,553126,9.96
2013-05-01,8,Financial intermediation,24115,553126,4.36
2013-05-01,9,Real estate and housing services,5040,553126,0.91
2013-05-01,10,Business services,81126,553126,14.67
2013-05-01,11,Personal services,83746,553126,15.14
2013-05-01,12,Public administration,7610,553126,1.38
2013-06-01,1,"Agriculture, forestry and fishing",28896,553668,5.22
2013-06-01,2,Mining,13235,553668,2.39
2013-06-01,3,Manufacturing,62655,553668,11.32
2013-06-01,4,"Electricity, gas, water and waste management",5633,553668,1.02
2013-06-01,5,Construction,75829,553668,13.7
2013-06-01,6,"Wholesale and retail trade, accommodation and food services",112197,553668,20.26
2013-06-01,7,"Transport, communications and information services",55099,553668,9.95
2013-06-01,8,Financial intermediation,25221,553668,4.56
2013-06-01,9,Real estate and housing services,5059,553668,0.91
2013-06-01,10,Business services,80823,553668,14.6
2013-06-01,11,Personal services,84378,553668,15.24
2013-06-01,12,Public administration,7906,553668,1.43
2013-07-01,1,"Agriculture, forestry and fishing",29338,547032,5.36
2013-07-01,2,Mining,13085,547032,2.39
2013-07-01,3,Manufacturing,62190,547032,11.37
2013-07-01,4,"Electricity, gas, water and waste management",5612,547032,1.03
2013-07-01,5,Construction,75328,547032,13.77
2013-07-01,6,"Wholesale and retail trade, accommodation and food services",110092,547032,20.13
2013-07-01,7,"Transport, communications and information services",54432,547032,9.95
2013-07-01,8,Financial intermediation,24738,547032,4.52
2013-07-01,9,Real estate and housing services,4961,547032,0.91
2013-07-01,10,Business services,79437,547032,14.52
2013-07-01,11,Personal services,82502,547032,15.08
2013-07-01,12,Public administration,7635,547032,1.4
2013-08-01,1,"Agriculture, forestry and fishing",30120,559277,5.39
2013-08-01,2,Mining,13013,559277,2.33
2013-08-01,3,Manufacturing,63446,559277,11.34
2013-08-01,4,"Electricity, gas, water and waste management",5761,559277,1.03
2013-08-01,5,Construction,76844,559277,13.74
2013-08-01,6,"Wholesale and retail trade, accommodation and food services",114782,559277,20.52
2013-08-01,7,"Transport, communications and information services",55130,559277,9.86
2013-08-01,8,Financial intermediation,24928,559277,4.46
2013-08-01,9,Real estate and housing services,5060,559277,0.9
2013-08-01,10,Business services,80443,559277,14.38
2013-08-01,11,Personal services,84344,559277,15.08
2013-08-01,12,Public administration,7818,559277,1.4
2013-09-01,1,"Agriculture, forestry and fishing",27998,534057,5.24
2013-09-01,2,Mining,9438,534057,1.77
2013-09-01,3,Manufacturing,60388,534057,11.31
2013-09-01,4,"Electricity, gas, water and waste management",5283,534057,0.99
2013-09-01,5,Construction,74310,534057,13.91
2013-09-01,6,"Wholesale and retail trade, accommodation and food services",110028,534057,20.6
2013-09-01,7,"Transport, communications and information services",53485,534057,10.01
2013-09-01,8,Financial intermediation,21954,534057,4.11
2013-09-01,9,Real estate and housing services,4822,534057,0.9
2013-09-01,10,Business services,76962,534057,14.41
2013-09-01,11,Personal services,83860,534057,15.7
2013-09-01,12,Public administration,7830,534057,1.47
2013-10-01,1,"Agriculture, forestry and fishing",29325,538445,5.45
2013-10-01,2,Mining,10061,538445,1.87
2013-10-01,3,Manufacturing,61078,538445,11.34
2013-10-01,4,"Electricity, gas, water and waste management",5306,538445,0.99
2013-10-01,5,Construction,75015,538445,13.93
2013-10-01,6,"Wholesale and retail trade, accommodation and food services",109912,538445,20.41
2013-10-01,7,"Transport, communications and information services",53726,538445,9.98
2013-10-01,8,Financial intermediation,22246,538445,4.13
2013-10-01,9,Real estate and housing services,4800,538445,0.89
2013-10-01,10,Business services,77651,538445,14.42
2013-10-01,11,Personal services,83881,538445,15.58
2013-10-01,12,Public administration,7892,538445,1.47
2013-11-01,1,"Agriculture, forestry and fishing",31234,545813,5.72
2013-11-01,2,Mining,10126,545813,1.86
2013-11-01,3,Manufacturing,62233,545813,11.4
2013-11-01,4,"Electricity, gas, water and waste management",5212,545813,0.95
2013-11-01,5,Construction,74741,545813,13.69
2013-11-01,6,"Wholesale and retail trade, accommodation and food services",113446,545813,20.78
2013-11-01,7,"Transport, communications and information services",54015,545813,9.9
2013-11-01,8,Financial intermediation,22192,545813,4.07
2013-11-01,9,Real estate and housing services,4811,545813,0.88
2013-11-01,10,Business services,77993,545813,14.29
2013-11-01,11,Personal services,84343,545813,15.45
2013-11-01,12,Public administration,7884,545813,1.44
2013-12-01,1,"Agriculture, forestry and fishing",34381,546337,6.29
2013-12-01,2,Mining,9496,546337,1.74
2013-12-01,3,Manufacturing,61383,546337,11.24
2013-12-01,4,"Electricity, gas, water and waste management",5326,546337,0.97
2013-12-01,5,Construction,73902,546337,13.53
2013-12-01,6,"Wholesale and retail trade, accommodation and food services",112447,546337,20.58
2013-12-01,7,"Transport, communications and information services",54041,546337,9.89
2013-12-01,8,Financial intermediation,21687,546337,3.97
2013-12-01,9,Real estate and housing services,4847,546337,0.89
2013-12-01,10,Business services,78291,546337,14.33
2013-12-01,11,Personal services,84953,546337,15.55
2013-12-01,12,Public administration,8144,546337,1.49
2014-01-01,1,"Agriculture, forestry and fishing",33523,539937,6.21
2014-01-01,2,Mining,9578,539937,1.77
2014-01-01,3,Manufacturing,61258,539937,11.35
2014-01-01,4,"Electricity, gas, water and waste management",5447,539937,1.01
2014-01-01,5,Construction,71252,539937,13.2
2014-01-01,6,"Wholesale and retail trade, accommodation and food services",111144,539937,20.58
2014-01-01,7,"Transport, communications and information services",54157,539937,10.03
2014-01-01,8,Financial intermediation,22418,539937,4.15
2014-01-01,9,Real estate and housing services,4796,539937,0.89
2014-01-01,10,Business services,77585,539937,14.37
2014-01-01,11,Personal services,83212,539937,15.41
2014-01-01,12,Public administration,8002,539937,1.48
2014-02-01,1,"Agriculture, forestry and fishing",32930,539844,6.1
2014-02-01,2,Mining,10361,539844,1.92
2014-02-01,3,Manufacturing,61537,539844,11.4
2014-02-01,4,"Electricity, gas, water and waste management",5472,539844,1.01
2014-02-01,5,Construction,71615,539844,13.27
2014-02-01,6,"Wholesale and retail trade, accommodation and food services",110968,539844,20.56
2014-02-01,7,"Transport, communications and information services",54361,539844,10.07
2014-02-01,8,Financial intermediation,21955,539844,4.07
2014-02-01,9,Real estate and housing services,4760,539844,0.88
2014-02-01,10,Business services,77688,539844,14.39
2014-02-01,11,Personal services,82599,539844,15.3
2014-02-01,12,Public administration,7975,539844,1.48
2014-03-01,1,"Agriculture, forestry and fishing",33384,549379,6.08
2014-03-01,2,Mining,9928,549379,1.81
2014-03-01,3,Manufacturing,63323,549379,11.53
2014-03-01,4,"Electricity, gas, water and waste management",5524,549379,1.01
2014-03-01,5,Construction,72164,549379,13.14
2014-03-01,6,"Wholesale and retail trade, accommodation and food services",114672,549379,20.87
2014-03-01,7,"Transport, communications and information services",54614,549379,9.94
2014-03-01,8,Financial intermediation,21726,549379,3.95
2014-03-01,9,Real estate and housing services,4706,549379,0.86
2014-03-01,10,Business services,78639,549379,14.31
2014-03-01,11,Personal services,85538,549379,15.57
2014-03-01,12,Public administration,7980,549379,1.45
2014-04-01,1,"Agriculture, forestry and fishing",31483,549922,5.72
2014-04-01,2,Mining,9941,549922,1.81
2014-04-01,3,Manufacturing,63074,549922,11.47
2014-04-01,4,"Electricity, gas, water and waste management",5555,549922,1.01
2014-04-01,5,Construction,72271,549922,13.14
2014-04-01,6,"Wholesale and retail trade, accommodation and food services",113605,549922,20.66
2014-04-01,7,"Transport, communications and information services",55022,549922,10.01
2014-04-01,8,Financial intermediation,22311,549922,4.06
2014-04-01,9,Real estate and housing services,4766,549922,0.87
2014-04-01,10,Business services,78728,549922,14.32
2014-04-01,11,Personal services,87546,549922,15.92
2014-04-01,12,Public administration,8405,549922,1.53
2014-05-01,1,"Agriculture, forestry and fishing",28896,548946,5.26
2014-05-01,2,Mining,10252,548946,1.87
2014-05-01,3,Manufacturing,62927,548946,11.46
2014-05-01,4,"Electricity, gas, water and waste management",5604,548946,1.02
2014-05-01,5,Construction,71689,548946,13.06
2014-05-01,6,"Wholesale and retail trade, accommodation and food services",114011,548946,20.77
2014-05-01,7,"Transport, communications and information services",55022,548946,10.02
2014-05-01,8,Financial intermediation,22352,548946,4.07
2014-05-01,9,Real estate and housing services,4741,548946,0.86
2014-05-01,10,Business services,79125,548946,14.41
2014-05-01,11,Personal services,88328,548946,16.09
2014-05-01,12,Public administration,8606,548946,1.57
2014-06-01,1,"Agriculture, forestry and fishing",29058,547702,5.31
2014-06-01,2,Mining,10172,547702,1.86
2014-06-01,3,Manufacturing,62605,547702,11.43
2014-06-01,4,"Electricity, gas, water and waste management",5662,547702,1.03
2014-06-01,5,Construction,70614,547702,12.89
2014-06-01,6,"Wholesale and retail trade, accommodation and food services",113383,547702,20.7
2014-06-01,7,"Transport, communications and information services",54844,547702,10.01
2014-06-01,8,Financial intermediation,22414,547702,4.09
2014-06-01,9,Real estate and housing services,4711,547702,0.86
2014-06-01,10,Business services,79199,547702,14.46
2014-06-01,11,Personal services,88798,547702,16.21
2014-06-01,12,Public administration,8721,547702,1.59
2014-07-01,1,"Agriculture, forestry and fishing",34533,576032,5.99
2014-07-01,2,Mining,10148,576032,1.76
2014-07-01,3,Manufacturing,64864,576032,11.26
2014-07-01,4,"Electricity, gas, water and waste management",5754,576032,1.0
2014-07-01,5,Construction,72647,576032,12.61
2014-07-01,6,"Wholesale and retail trade, accommodation and food services",120727,576032,20.96
2014-07-01,7,"Transport, communications and information services",58646,576032,10.18
2014-07-01,8,Financial intermediation,22695,576032,3.94
2014-07-01,9,Real estate and housing services,4882,576032,0.85
2014-07-01,10,Business services,82092,576032,14.25
2014-07-01,11,Personal services,92129,576032,15.99
2014-07-01,12,Public administration,9512,576032,1.65
2014-08-01,1,"Agriculture, forestry and fishing",34479,578184,5.96
2014-08-01,2,Mining,10207,578184,1.77
2014-08-01,3,Manufacturing,64927,578184,11.23
2014-08-01,4,"Electricity, gas, water and waste management",5692,578184,0.98
2014-08-01,5,Construction,72580,578184,12.55
2014-08-01,6,"Wholesale and retail trade, accommodation and food services",120831,578184,20.9
2014-08-01,7,"Transport, communications and information services",58713,578184,10.15
2014-08-01,8,Financial intermediation,22404,578184,3.87
2014-08-01,9,Real estate and housing services,4975,578184,0.86
2014-08-01,10,Business services,83660,578184,14.47
2014-08-01,11,Personal services,92649,578184,16.02
2014-08-01,12,Public administration,9674,578184,1.67
2014-09-01,1,"Agriculture, forestry and fishing",32736,577407,5.67
2014-09-01,2,Mining,9940,577407,1.72
2014-09-01,3,Manufacturing,64319,577407,11.14
2014-09-01,4,"Electricity, gas, water and waste management",5581,577407,0.97
2014-09-01,5,Construction,71608,577407,12.4
2014-09-01,6,"Wholesale and retail trade, accommodation and food services",120983,577407,20.95
2014-09-01,7,"Transport, communications and information services",58737,577407,10.17
2014-09-01,8,Financial intermediation,22817,577407,3.95
2014-09-01,9,Real estate and housing services,4979,577407,0.86
2014-09-01,10,Business services,85527,577407,14.81
2014-09-01,11,Personal services,92732,577407,16.06
2014-09-01,12,Public administration,9981,577407,1.73
2014-10-01,1,"Agriculture, forestry and fishing",35465,584487,6.07
2014-10-01,2,Mining,10547,584487,1.8
2014-10-01,3,Manufacturing,65068,584487,11.13
2014-10-01,4,"Electricity, gas, water and waste management",5645,584487,0.97
2014-10-01,5,Construction,72757,584487,12.45
2014-10-01,6,"Wholesale and retail trade, accommodation and food services",121187,584487,20.73
2014-10-01,7,"Transport, communications and information services",59058,584487,10.1
2014-10-01,8,Financial intermediation,23211,584487,3.97
2014-10-01,9,Real estate and housing services,5000,584487,0.86
2014-10-01,10,Business services,85989,584487,14.71
2014-10-01,11,Personal services,93152,584487,15.94
2014-10-01,12,Public administration,10074,584487,1.72
2014-11-01,1,"Agriculture, forestry and fishing",38243,590704,6.47
2014-11-01,2,Mining,10264,590704,1.74
2014-11-01,3,Manufacturing,65332,590704,11.06
2014-11-01,4,"Electricity, gas, water and waste management",5691,590704,0.96
2014-11-01,5,Construction,73566,590704,12.45
2014-11-01,6,"Wholesale and retail trade, accommodation and food services",122587,590704,20.75
2014-11-01,7,"Transport, communications and information services",59298,590704,10.04
2014-11-01,8,Financial intermediation,23140,590704,3.92
2014-11-01,9,Real estate and housing services,5049,590704,0.85
2014-11-01,10,Business services,86531,590704,14.65
2014-11-01,11,Personal services,93661,590704,15.86
2014-11-01,12,Public administration,10170,590704,1.72
2014-12-01,1,"Agriculture, forestry and fishing",40686,592934,6.86
2014-12-01,2,Mining,9656,592934,1.63
2014-12-01,3,Manufacturing,65252,592934,11.0
2014-12-01,4,"Electricity, gas, water and waste management",5681,592934,0.96
2014-12-01,5,Construction,72601,592934,12.24
2014-12-01,6,"Wholesale and retail trade, accommodation and food services",124228,592934,20.95
2014-12-01,7,"Transport, communications and information services",59614,592934,10.05
2014-12-01,8,Financial intermediation,21790,592934,3.67
2014-12-01,9,Real estate and housing services,5045,592934,0.85
2014-12-01,10,Business services,87310,592934,14.73
2014-12-01,11,Personal services,93554,592934,15.78
2014-12-01,12,Public administration,10448,592934,1.76
2015-01-01,1,"Agriculture, forestry and fishing",39555,587367,6.73
2015-01-01,2,Mining,9577,587367,1.63
2015-01-01,3,Manufacturing,64819,587367,11.04
2015-01-01,4,"Electricity, gas, water and waste management",5746,587367,0.98
2015-01-01,5,Construction,70835,587367,12.06
2015-01-01,6,"Wholesale and retail trade, accommodation and food services",123044,587367,20.95
2015-01-01,7,"Transport, communications and information services",59807,587367,10.18
2015-01-01,8,Financial intermediation,23105,587367,3.93
2015-01-01,9,Real estate and housing services,5186,587367,0.88
2015-01-01,10,Business services,86923,587367,14.8
2015-01-01,11,Personal services,91479,587367,15.57
2015-01-01,12,Public administration,10207,587367,1.74
2015-02-01,1,"Agriculture, forestry and fishing",39007,590318,6.61
2015-02-01,2,Mining,10060,590318,1.7
2015-02-01,3,Manufacturing,65317,590318,11.06
2015-02-01,4,"Electricity, gas, water and waste management",5820,590318,0.99
2015-02-01,5,Construction,72056,590318,12.21
2015-02-01,6,"Wholesale and retail trade, accommodation and food services",123358,590318,20.9
2015-02-01,7,"Transport, communications and information services",60092,590318,10.18
2015-02-01,8,Financial intermediation,23094,590318,3.91
2015-02-01,9,Real estate and housing services,5203,590318,0.88
2015-02-01,10,Business services,87673,590318,14.85
2015-02-01,11,Personal services,91137,590318,15.44
2015-02-01,12,Public administration,10280,590318,1.74
2015-03-01,1,"Agriculture, forestry and fishing",38451,595041,6.46
2015-03-01,2,Mining,10081,595041,1.69
2015-03-01,3,Manufacturing,66077,595041,11.1
2015-03-01,4,"Electricity, gas, water and waste management",5779,595041,0.97
2015-03-01,5,Construction,73371,595041,12.33
2015-03-01,6,"Wholesale and retail trade, accommodation and food services",123974,595041,20.83
2015-03-01,7,"Transport, communications and information services",60211,595041,10.12
2015-03-01,8,Financial intermediation,23331,595041,3.92
2015-03-01,9,Real estate and housing services,5195,595041,0.87
2015-03-01,10,Business services,87843,595041,14.76
2015-03-01,11,Personal services,93526,595041,15.72
2015-03-01,12,Public administration,10366,595041,1.74
2015-04-01,1,"Agriculture, forestry and fishing",36764,596825,6.16
2015-04-01,2,Mining,10001,596825,1.68
2015-04-01,3,Manufacturing,66308,596825,11.11
2015-04-01,4,"Electricity, gas, water and waste management",5968,596825,1.0
2015-04-01,5,Construction,73528,596825,12.32
2015-04-01,6,"Wholesale and retail trade, accommodation and food services",124735,596825,20.9
2015-04-01,7,"Transport, communications and information services",60352,596825,10.11
2015-04-01,8,Financial intermediation,23172,596825,3.88
2015-04-01,9,Real estate and housing services,5275,596825,0.88
2015-04-01,10,Business services,88184,596825,14.78
2015-04-01,11,Personal services,94924,596825,15.9
2015-04-01,12,Public administration,10776,596825,1.81
2015-05-01,1,"Agriculture, forestry and fishing",33809,596477,5.67
2015-05-01,2,Mining,10244,596477,1.72
2015-05-01,3,Manufacturing,66091,596477,11.08
2015-05-01,4,"Electricity, gas, water and waste management",5941,596477,1.0
2015-05-01,5,Construction,73776,596477,12.37
2015-05-01,6,"Wholesale and retail trade, accommodation and food services",125407,596477,21.02
2015-05-01,7,"Transport, communications and information services",60161,596477,10.09
2015-05-01,8,Financial intermediation,23583,596477,3.95
2015-05-01,9,Real estate and housing services,5304,596477,0.89
2015-05-01,10,Business services,88192,596477,14.79
2015-05-01,11,Personal services,95996,596477,16.09
2015-05-01,12,Public administration,11015,596477,1.85
2015-06-01,1,"Agriculture, forestry and fishing",34371,597865,5.75
2015-06-01,2,Mining,10458,597865,1.75
2015-06-01,3,Manufacturing,65896,597865,11.02
2015-06-01,4,"Electricity, gas, water and waste management",6177,597865,1.03
2015-06-01,5,Construction,73513,597865,12.3
2015-06-01,6,"Wholesale and retail trade, accommodation and food services",125603,597865,21.01
2015-06-01,7,"Transport, communications and information services",60229,597865,10.07
2015-06-01,8,Financial intermediation,23792,597865,3.98
2015-06-01,9,Real estate and housing services,5228,597865,0.87
2015-06-01,10,Business services,88321,597865,14.77
2015-06-01,11,Personal services,96295,597865,16.11
2015-06-01,12,Public administration,11027,597865,1.84
2015-07-01,1,"Agriculture, forestry and fishing",31626,568704,5.56
2015-07-01,2,Mining,10143,568704,1.78
2015-07-01,3,Manufacturing,64001,568704,11.25
2015-07-01,4,"Electricity, gas, water and waste management",6111,568704,1.07
2015-07-01,5,Construction,70369,568704,12.37
2015-07-01,6,"Wholesale and retail trade, accommodation and food services",117920,568704,20.73
2015-07-01,7,"Transport, communications and information services",56238,568704,9.89
2015-07-01,8,Financial intermediation,23540,568704,4.14
2015-07-01,9,Real estate and housing services,5018,568704,0.88
2015-07-01,10,Business services,84930,568704,14.93
2015-07-01,11,Personal services,91848,568704,16.15
2015-07-01,12,Public administration,9586,568704,1.69
2015-08-01,1,"Agriculture, forestry and fishing",31351,571579,5.48
2015-08-01,2,Mining,9712,571579,1.7
2015-08-01,3,Manufacturing,64380,571579,11.26
2015-08-01,4,"Electricity, gas, water and waste management",6203,571579,1.09
2015-08-01,5,Construction,70071,571579,12.26
2015-08-01,6,"Wholesale and retail trade, accommodation and food services",120227,571579,21.03
2015-08-01,7,"Transport, communications and information services",55896,571579,9.78
2015-08-01,8,Financial intermediation,23733,571579,4.15
2015-08-01,9,Real estate and housing services,5058,571579,0.88
2015-08-01,10,Business services,85257,571579,14.92
2015-08-01,11,Personal services,92958,571579,16.26
2015-08-01,12,Public administration,9530,571579,1.67
2015-09-01,1,"Agriculture, forestry and fishing",30211,570576,5.29
2015-09-01,2,Mining,9773,570576,1.71
2015-09-01,3,Manufacturing,63488,570576,11.13
2015-09-01,4,"Electricity, gas, water and waste management",6139,570576,1.08
2015-09-01,5,Construction,70492,570576,12.35
2015-09-01,6,"Wholesale and retail trade, accommodation and food services",119186,570576,20.89
2015-09-01,7,"Transport, communications and information services",56329,570576,9.87
2015-09-01,8,Financial intermediation,23408,570576,4.1
2015-09-01,9,Real estate and housing services,5057,570576,0.89
2015-09-01,10,Business services,85701,570576,15.02
2015-09-01,11,Personal services,93799,570576,16.44
2015-09-01,12,Public administration,9725,570576,1.7
2015-10-01,1,"Agriculture, forestry and fishing",31297,574326,5.45
2015-10-01,2,Mining,9770,574326,1.7
2015-10-01,3,Manufacturing,64130,574326,11.17
2015-10-01,4,"Electricity, gas, water and waste management",6167,574326,1.07
2015-10-01,5,Construction,71534,574326,12.46
2015-10-01,6,"Wholesale and retail trade, accommodation and food services",119344,574326,20.78
2015-10-01,7,"Transport, communications and information services",56436,574326,9.83
2015-10-01,8,Financial intermediation,23895,574326,4.16
2015-10-01,9,Real estate and housing services,5052,574326,0.88
2015-10-01,10,Business services,85705,574326,14.92
2015-10-01,11,Personal services,93891,574326,16.35
2015-10-01,12,Public administration,9819,574326,1.71
2015-11-01,1,"Agriculture, forestry and fishing",33439,580749,5.76
2015-11-01,2,Mining,10213,580749,1.76
2015-11-01,3,Manufacturing,64733,580749,11.15
2015-11-01,4,"Electricity, gas, water and waste management",6232,580749,1.07
2015-11-01,5,Construction,72699,580749,12.52
2015-11-01,6,"Wholesale and retail trade, accommodation and food services",120926,580749,20.82
2015-11-01,7,"Transport, communications and information services",56855,580749,9.79
2015-11-01,8,Financial intermediation,23159,580749,3.99
2015-11-01,9,Real estate and housing services,5122,580749,0.88
2015-11-01,10,Business services,86311,580749,14.86
2015-11-01,11,Personal services,94062,580749,16.2
2015-11-01,12,Public administration,9855,580749,1.7
2015-12-01,1,"Agriculture, forestry and fishing",36752,585119,6.28
2015-12-01,2,Mining,9315,585119,1.59
2015-12-01,3,Manufacturing,63971,585119,10.93
2015-12-01,4,"Electricity, gas, water and waste management",6234,585119,1.07
2015-12-01,5,Construction,72135,585119,12.33
2015-12-01,6,"Wholesale and retail trade, accommodation and food services",121579,585119,20.78
2015-12-01,7,"Transport, communications and information services",57063,585119,9.75
2015-12-01,8,Financial intermediation,23768,585119,4.06
2015-12-01,9,Real estate and housing services,5284,585119,0.9
2015-12-01,10,Business services,87134,585119,14.89
2015-12-01,11,Personal services,94665,585119,16.18
2015-12-01,12,Public administration,10142,585119,1.73
2016-01-01,1,"Agriculture, forestry and fishing",40804,608040,6.71
2016-01-01,2,Mining,9300,608040,1.53
2016-01-01,3,Manufacturing,66061,608040,10.86
2016-01-01,4,"Electricity, gas, water and waste management",6150,608040,1.01
2016-01-01,5,Construction,73034,608040,12.01
2016-01-01,6,"Wholesale and retail trade, accommodation and food services",127618,608040,20.99
2016-01-01,7,"Transport, communications and information services",61255,608040,10.07
2016-01-01,8,Financial intermediation,24295,608040,4.0
2016-01-01,9,Real estate and housing services,5259,608040,0.86
2016-01-01,10,Business services,89611,608040,14.74
2016-01-01,11,Personal services,96669,608040,15.9
2016-01-01,12,Public administration,11181,608040,1.84
2016-02-01,1,"Agriculture, forestry and fishing",40534,610739,6.64
2016-02-01,2,Mining,9826,610739,1.61
2016-02-01,3,Manufacturing,66464,610739,10.88
2016-02-01,4,"Electricity, gas, water and waste management",6187,610739,1.01
2016-02-01,5,Construction,73963,610739,12.11
2016-02-01,6,"Wholesale and retail trade, accommodation and food services",127808,610739,20.93
2016-02-01,7,"Transport, communications and information services",61696,610739,10.1
2016-02-01,8,Financial intermediation,23968,610739,3.92
2016-02-01,9,Real estate and housing services,5320,610739,0.87
2016-02-01,10,Business services,90440,610739,14.81
2016-02-01,11,Personal services,96396,610739,15.78
2016-02-01,12,Public administration,11141,610739,1.82
2016-03-01,1,"Agriculture, forestry and fishing",40163,615225,6.53
2016-03-01,2,Mining,9577,615225,1.56
2016-03-01,3,Manufacturing,67455,615225,10.96
2016-03-01,4,"Electricity, gas, water and waste management",6230,615225,1.01
2016-03-01,5,Construction,75446,615225,12.26
2016-03-01,6,"Wholesale and retail trade, accommodation and food services",128059,615225,20.81
2016-03-01,7,"Transport, communications and information services",61595,615225,10.01
2016-03-01,8,Financial intermediation,24191,615225,3.93
2016-03-01,9,Real estate and housing services,5350,615225,0.87
2016-03-01,10,Business services,90246,615225,14.67
2016-03-01,11,Personal services,98911,615225,16.08
2016-03-01,12,Public administration,11220,615225,1.82
2016-04-01,1,"Agriculture, forestry and fishing",37897,616764,6.14
2016-04-01,2,Mining,9961,616764,1.62
2016-04-01,3,Manufacturing,67973,616764,11.02
2016-04-01,4,"Electricity, gas, water and waste management",6331,616764,1.03
2016-04-01,5,Construction,76170,616764,12.35
2016-04-01,6,"Wholesale and retail trade, accommodation and food services",128644,616764,20.86
2016-04-01,7,"Transport, communications and information services",61717,616764,10.01
2016-04-01,8,Financial intermediation,24094,616764,3.91
2016-04-01,9,Real estate and housing services,5380,616764,0.87
2016-04-01,10,Business services,90363,616764,14.65
2016-04-01,11,Personal services,100272,616764,16.26
2016-04-01,12,Public administration,11483,616764,1.86
2016-05-01,1,"Agriculture, forestry and fishing",34918,614831,5.68
2016-05-01,2,Mining,10018,614831,1.63
2016-05-01,3,Manufacturing,67267,614831,10.94
2016-05-01,4,"Electricity, gas, water and waste management",6423,614831,1.04
2016-05-01,5,Construction,76022,614831,12.36
2016-05-01,6,"Wholesale and retail trade, accommodation and food services",128515,614831,20.9
2016-05-01,7,"Transport, communications and information services",61640,614831,10.03
2016-05-01,8,Financial intermediation,24484,614831,3.98
2016-05-01,9,Real estate and housing services,5413,614831,0.88
2016-05-01,10,Business services,90314,614831,14.69
2016-05-01,11,Personal services,101172,614831,16.46
2016-05-01,12,Public administration,11742,614831,1.91
2016-06-01,1,"Agriculture, forestry and fishing",35481,615786,5.76
2016-06-01,2,Mining,10246,615786,1.66
2016-06-01,3,Manufacturing,67087,615786,10.89
2016-06-01,4,"Electricity, gas, water and waste management",6451,615786,1.05
2016-06-01,5,Construction,75922,615786,12.33
2016-06-01,6,"Wholesale and retail trade, accommodation and food services",128626,615786,20.89
2016-06-01,7,"Transport, communications and information services",61517,615786,9.99
2016-06-01,8,Financial intermediation,24593,615786,3.99
2016-06-01,9,Real estate and housing services,5480,615786,0.89
2016-06-01,10,Business services,89922,615786,14.6
