index,date,Wage_Date,MIP_sector_id,MIP_sector_name,Real_Avg_Wage,year,month,Real_Avg_Wage_sa,Real_Avg_Wage_trend,Real_Wage_Growth_SA,Real_Wage_Growth_SA_Annual
71,2013-12-01,2013-12-01,3,Manufacturing,1090970.37,2013,12,1005227.9881940616,1029579.3549999999,-0.9168371545652421,5.128812947365935
72,2014-01-01,2014-01-01,3,Manufacturing,1039494.75,2014,1,1013621.2453815615,1024054.8224999999,0.8349605548268579,-4.796000093952846
73,2014-02-01,2014-02-01,3,Manufacturing,1030209.96,2014,2,1034234.1655898948,1017595.5587499997,2.033591965663062,-3.127782731613049
74,2014-03-01,2014-03-01,3,Manufacturing,1000800.21,2014,3,1011308.2364232282,1014167.4079166666,-2.216705841813915,-4.973778330362455
75,2014-04-01,2014-04-01,3,Manufacturing,998594.54,2014,4,1012026.9914232282,1013698.8562499998,0.07107180324588125,-6.5523435171614075
76,2014-05-01,2014-05-01,3,Manufacturing,998245.42,2014,5,1023292.6750690615,1013137.2754166665,1.1131801563899257,-5.337464064490627
77,2014-06-01,2014-06-01,3,Manufacturing,990985.35,2014,6,1025292.7987148948,1013203.6291666665,0.19545958791293838,-5.535721169410179
78,2014-07-01,2014-07-01,3,Manufacturing,991181.74,2014,7,999954.5558533752,1013520.16,-2.471317743895074,-6.760660941828689
79,2014-08-01,2014-08-01,3,Manufacturing,988389.36,2014,8,1002178.2853876889,1013854.9191666666,0.2223830594397347,-7.60738567921404
80,2014-09-01,2014-09-01,3,Manufacturing,1058034.94,2014,9,1011767.2059759242,1014446.2112499999,0.9568078582470774,0.023858015472622007
81,2014-10-01,2014-10-01,3,Manufacturing,979443.15,2014,10,1005209.2697305199,1015358.9637499999,-0.6481665156441441,-1.1297941381411047
82,2014-11-01,2014-11-01,3,Manufacturing,990301.83,2014,11,1012538.2022565615,1015638.70875,0.7290951990530647,-0.19628506200866092
83,2014-12-01,2014-12-01,3,Manufacturing,1094554.23,2014,12,1008811.8481940614,1015388.2658333331,-0.3680210834707709,0.3565221066355706
84,2015-01-01,2015-01-01,3,Manufacturing,1043507.63,2015,1,1017634.1253815615,1017016.8149999998,0.8745215674551554,0.3958954114551272
85,2015-02-01,2015-02-01,3,Manufacturing,1034231.3,2015,2,1038255.5055898948,1020141.5187499999,2.026404155874917,0.38882297005788935
86,2015-03-01,2015-03-01,3,Manufacturing,1010969.88,2015,3,1021477.9064232281,1022938.1950000001,-1.615941266512655,1.0055954884702345
87,2015-04-01,2015-04-01,3,Manufacturing,1010330.93,2015,4,1023763.3814232282,1025847.5770833333,0.2237419904658422,1.1596914014610382
88,2015-05-01,2015-05-01,3,Manufacturing,993222.91,2015,5,1018270.1650690614,1028769.5816666667,-0.536570896541555,-0.4908185236116358
89,2015-06-01,2015-06-01,3,Manufacturing,989997.23,2015,6,1024304.6787148948,1031833.25375,0.5926240258079307,-0.09637442116422479
90,2015-07-01,2015-07-01,3,Manufacturing,1031255.04,2015,7,1040027.8558533753,1034214.5608333334,1.5350097939811125,4.007512117968304
91,2015-08-01,2015-08-01,3,Manufacturing,1023308.95,2015,8,1037097.8753876889,1035429.1625,-0.2817213451732248,3.4843690498134627
92,2015-09-01,2015-09-01,3,Manufacturing,1090235.58,2015,9,1043967.8459759243,1037181.5970833332,0.6624225881927792,3.182613531038525
93,2015-10-01,2015-10-01,3,Manufacturing,1017067.68,2015,10,1042833.7997305199,1039113.0854166667,-0.108628464925975,3.7429549381380545
94,2015-11-01,2015-11-01,3,Manufacturing,1022805.41,2015,11,1045041.7822565616,1040775.0645833332,0.2117290911180847,3.210109004041728
95,2015-12-01,2015-12-01,3,Manufacturing,1135578.78,2015,12,1049836.3981940616,1042514.83,0.4587965781757575,4.066620556988987
96,2016-01-01,2016-01-01,3,Manufacturing,1059634.45,2016,1,1033760.9453815614,1043924.1499999999,-1.5312340894403476,1.5847365568595784
97,2016-02-01,2016-02-01,3,Manufacturing,1047254.92,2016,2,1051279.1255898948,1045523.7466666666,1.6946065032344082,1.2543752409577058
98,2016-03-01,2016-03-01,3,Manufacturing,1040004.69,2016,3,1050512.7164232282,1047417.43625,-0.07290253825182891,2.8424315217611795
99,2016-04-01,2016-04-01,3,Manufacturing,1027651.84,2016,4,1041084.2914232281,1049224.8962500002,-0.8975069842183214,1.6918860660869228
100,2016-05-01,2016-05-01,3,Manufacturing,1015789.5,2016,5,1040836.7550690614,1051971.5608333333,-0.02377678312946996,2.2161692224842433
101,2016-06-01,2016-06-01,3,Manufacturing,1009185.01,2016,6,1043492.4587148948,1055009.2520833334,0.2551508325296714,1.873249278141853
102,2016-07-01,2016-07-01,3,Manufacturing,1045890.94,2016,7,1054663.7558533752,1057424.8104166666,1.0705680760010772,1.4072603841933429
103,2016-08-01,2016-08-01,3,Manufacturing,1047063.37,2016,8,1060852.2953876888,1059524.7775,0.5867784400447329,2.2904704140021437
104,2016-09-01,2016-09-01,3,Manufacturing,1111929.71,2016,9,1065661.9759759242,1061529.2391666665,0.45337891138537145,2.078045802236339
105,2016-10-01,2016-10-01,3,Manufacturing,1038752.59,2016,10,1064518.70973052,1064072.0050000001,-0.10728225940099811,2.0794214769029873
106,2016-11-01,2016-11-01,3,Manufacturing,1067040.45,2016,11,1089276.8222565614,1067049.5804166668,2.3257564474661985,4.232848939731659
107,2016-12-01,2016-12-01,3,Manufacturing,1164248.33,2016,12,1078505.9481940616,1070353.4066666667,-0.9888096251039924,2.7308588318444293
108,2017-01-01,2017-01-01,3,Manufacturing,1088938.3,2017,1,1063064.7953815616,1072803.43875,-1.4317169820301845,2.8346834082790817
109,2017-02-01,2017-02-01,3,Manufacturing,1068350.28,2017,2,1072374.485589895,1074371.2516666665,0.8757406179547012,2.0066373893006917
110,2017-03-01,2017-03-01,3,Manufacturing,1067016.41,2017,3,1077524.4364232281,1076343.3195833333,0.4802380980278853,2.5712891979041474
111,2017-04-01,2017-04-01,3,Manufacturing,1061666.5,2017,4,1075098.9514232283,1078495.6004166666,-0.22509791128738632,3.2672340059516136
112,2017-05-01,2017-05-01,3,Manufacturing,1053236.65,2017,5,1078283.9050690613,1080447.4966666666,0.296247488811785,3.597792815984402
113,2017-06-01,2017-06-01,3,Manufacturing,1051029.69,2017,6,1085337.1387148947,1081936.825,0.6541165654681214,4.01006060470559
114,2017-07-01,2017-07-01,3,Manufacturing,1062847.03,2017,7,1071619.8458533753,1084113.8050000002,-1.2638739035284008,1.6077247279897344
115,2017-08-01,2017-08-01,3,Manufacturing,1067734.79,2017,8,1081523.715387689,1087188.2666666668,0.9241961664518072,1.9485672124078146
116,2017-09-01,2017-09-01,3,Manufacturing,1138587.92,2017,9,1092320.1859759241,1090062.8279166669,0.9982648031314767,2.501563403872664
117,2017-10-01,2017-10-01,3,Manufacturing,1063749.12,2017,10,1089515.23973052,1092978.2570833333,-0.2567879163469011,2.3481531861781813
118,2017-11-01,2017-11-01,3,Manufacturing,1088889.43,2017,11,1111125.8022565614,1095794.6833333333,1.983502546635929,2.005824373893983
119,2017-12-01,2017-12-01,3,Manufacturing,1178143.23,2017,12,1092400.8481940615,1098304.6070833334,-1.68522358354668,1.2883470900894478
120,2018-01-01,2018-01-01,3,Manufacturing,1127290.92,2018,1,1101417.4153815615,1100342.6395833332,0.8253899841258905,3.6077405786195893
121,2018-02-01,2018-02-01,3,Manufacturing,1103784.74,2018,2,1107808.945589895,1103108.2508333335,0.5803004491371055,3.3042990556147123
122,2018-03-01,2018-03-01,3,Manufacturing,1100571.42,2018,3,1111079.4464232281,1107017.7554166664,0.2952224610888843,3.1140834366024883
123,2018-04-01,2018-04-01,3,Manufacturing,1098081.79,2018,4,1111514.2414232283,1111151.3258333334,0.03913266521127223,3.3871570567335363
124,2018-05-01,2018-05-01,3,Manufacturing,1084415.59,2018,5,1109462.8450690615,1115065.10625,-0.18455871078539854,2.8915334684517235
125,2018-06-01,2018-06-01,3,Manufacturing,1080088.92,2018,6,1114396.3687148946,1123676.9070833335,0.4446767791963291,2.677438093974005
126,2018-07-01,2018-07-01,3,Manufacturing,1082700.58,2018,7,1091473.3958533753,1137287.18125,-2.056985602703798,1.8526672566604008
127,2018-08-01,2018-08-01,3,Manufacturing,1114255.91,2018,8,1128044.8353876888,1149746.5374999999,3.350648735301509,4.301442431461022
128,2018-09-01,2018-09-01,3,Manufacturing,1185894.91,2018,9,1139627.1759759241,1160858.56,1.0267624322090496,4.330872083786863
129,2018-10-01,2018-10-01,3,Manufacturing,1115647.82,2018,10,1141413.93973052,1171700.3154166667,0.15678493741302368,4.763467100546159
130,2018-11-01,2018-11-01,3,Manufacturing,1130921.46,2018,11,1153157.8322565614,1182536.2229166667,1.0288898809851732,3.782832683269355
131,2018-12-01,2018-12-01,3,Manufacturing,1342794.42,2018,12,1257052.0381940615,1189469.8408333336,9.009539113496224,15.072415063774303
132,2019-01-01,2019-01-01,3,Manufacturing,1289286.31,2019,1,1263412.8053815616,1196649.0366666666,0.5060066722964329,14.70790163090716
133,2019-02-01,2019-02-01,3,Manufacturing,1240813.9,2019,2,1244838.1055898948,1206609.8333333333,-1.4702003741411396,12.36938558273093
134,2019-03-01,2019-03-01,3,Manufacturing,1230230.8,2019,3,1240738.8264232283,1216027.396666667,-0.32930219184799103,11.669676765005232
135,2019-04-01,2019-04-01,3,Manufacturing,1228624.54,2019,4,1242056.9914232283,1225498.7404166667,0.1062403280954749,11.744586361111109
136,2019-05-01,2019-05-01,3,Manufacturing,1213934.62,2019,5,1238981.8750690615,1234276.55125,-0.24758254857879525,11.674030417119363
137,2019-06-01,2019-06-01,3,Manufacturing,1116976.72,2019,6,1151284.1687148947,1239183.9729166667,-7.078207366776734,3.3101148779350886
138,2019-07-01,2019-07-01,3,Manufacturing,1218113.48,2019,7,1226886.2958533752,1241070.1679166665,6.56676511263683,12.406431573545262
139,2019-08-01,2019-08-01,3,Manufacturing,1217902.13,2019,8,1231691.0553876888,1243722.808333333,0.39162223512909655,9.188129473983064
140,2019-09-01,2019-09-01,3,Manufacturing,1308270.21,2019,9,1262002.4759759242,1247109.6737499998,2.4609597070341938,10.73818724050728
141,2019-10-01,2019-10-01,3,Manufacturing,1220584.77,2019,10,1246350.8897305198,1252133.1704166667,-1.2402183469014783,9.193592819163833
142,2019-11-01,2019-11-01,3,Manufacturing,1236651.97,2019,11,1258888.3422565614,1257500.5879166669,1.0059328098808828,9.168780460268898
143,2019-12-01,2019-12-01,3,Manufacturing,1354842.03,2019,12,1269099.6481940616,1266346.6541666668,0.811136746186425,0.9584018508341341
144,2020-01-01,2020-01-01,3,Manufacturing,1322507.38,2020,1,1296633.8753815615,1275129.5516666668,2.169587488790281,2.629470736602735
145,2020-02-01,2020-02-01,3,Manufacturing,1271256.2,2020,2,1275280.4055898949,1280309.73,-1.6468388029259873,2.4454826586123968
146,2020-03-01,2020-03-01,3,Manufacturing,1281073.27,2020,3,1291581.2964232282,1285156.0574999999,1.2782201280504335,4.097757635792498
147,2020-04-01,2020-04-01,3,Manufacturing,1298345.99,2020,4,1311778.4414232282,1288829.6091666666,1.563753288773384,5.613385736841958
148,2020-05-01,2020-05-01,3,Manufacturing,1273031.19,2020,5,1298078.4450690614,1291950.3283333334,-1.044383405120064,4.769768726173318
149,2020-06-01,2020-06-01,3,Manufacturing,1270185.74,2020,6,1304493.1887148947,1294745.0729166665,0.4941722644113522,13.30766323061816
150,2020-07-01,2020-07-01,3,Manufacturing,1275694.0,2020,7,1284466.8158533752,1295696.9379166667,-1.5351841646063513,4.693223829674387
151,2020-08-01,2020-08-01,3,Manufacturing,1284645.89,2020,8,1298434.8153876888,1295419.2595833333,1.0874550717788312,5.41887185979375
152,2020-09-01,2020-09-01,3,Manufacturing,1357838.31,2020,9,1311570.5759759243,1295300.3775,1.0116611502221096,3.9277339738710504
153,2020-10-01,2020-10-01,3,Manufacturing,1259181.91,2020,10,1284948.0297305197,1293868.7279166665,-2.0298218588500228,3.096811685860401
154,2020-11-01,2020-11-01,3,Manufacturing,1272952.09,2020,11,1295188.4622565615,1291787.4716666667,0.7969530509486455,2.883505929916863
155,2020-12-01,2020-12-01,3,Manufacturing,1385615.78,2020,12,1299873.3981940616,1291128.90625,0.36171847372217236,2.4248489898954118
156,2021-01-01,2021-01-01,3,Manufacturing,1314578.39,2021,1,1288704.8853815615,1291725.0470833334,-0.8592000442517511,-0.6115056956742526
157,2021-02-01,2021-02-01,3,Manufacturing,1272520.91,2021,2,1276545.1155898948,1291437.64125,-0.9435651194933059,0.09917113087101193
158,2021-03-01,2021-03-01,3,Manufacturing,1276955.39,2021,3,1287463.416423228,1289907.2245833331,0.8553008193751044,-0.3188246850123755
159,2021-04-01,2021-04-01,3,Manufacturing,1268104.28,2021,4,1281536.7314232283,1288714.1304166669,-0.46033812878855107,-2.3053976986532
160,2021-05-01,2021-05-01,3,Manufacturing,1253322.75,2021,5,1278370.0050690614,1288648.1649999998,-0.24710383062138686,-1.518278042044785
161,2021-06-01,2021-06-01,3,Manufacturing,1274088.61,2021,6,1308396.0587148948,1289237.1608333332,2.348776451791923,0.2991866905679208
162,2021-07-01,2021-07-01,3,Manufacturing,1286098.51,2021,7,1294871.3258533753,1289741.531666667,-1.0336879854868641,0.8100255975151516
163,2021-08-01,2021-08-01,3,Manufacturing,1267343.64,2021,8,1281132.5653876888,1290370.1875,-1.0610135687908584,-1.332546678119828
164,2021-09-01,2021-09-01,3,Manufacturing,1338410.56,2021,9,1292142.8259759243,1290998.9566666665,0.859416182657391,-1.4812584511926907
165,2021-10-01,2021-10-01,3,Manufacturing,1249975.4,2021,10,1275741.5197305197,1290879.2229166667,-1.269310630039444,-0.7164888997052143
166,2021-11-01,2021-11-01,3,Manufacturing,1280575.43,2021,11,1302811.8022565614,1290941.8008333335,2.1219253357654955,0.5885892456699349
167,2021-12-01,2021-12-01,3,Manufacturing,1392128.34,2021,12,1306385.9581940616,1290728.4662500003,0.2743416916633379,0.5010149456899482
168,2022-01-01,2022-01-01,3,Manufacturing,1320170.73,2022,1,1294297.2253815616,1289625.9033333333,-0.9253569159003772,0.43395039961722226
169,2022-02-01,2022-02-01,3,Manufacturing,1282016.31,2022,2,1286040.515589895,1289180.355416667,-0.6379299615072997,0.7438358334568074
170,2022-03-01,2022-03-01,3,Manufacturing,1282550.45,2022,3,1293058.4764232282,1289070.6129166663,0.5457029345699915,0.4345801153359474
171,2022-04-01,2022-04-01,3,Manufacturing,1259635.61,2022,4,1273068.0614232284,1289578.8474999997,-1.5459791930907851,-0.6608214803640378
172,2022-05-01,2022-05-01,3,Manufacturing,1263293.29,2022,5,1288340.5450690615,1289926.0691666666,1.1996596339679755,0.7799416413451832
173,2022-06-01,2022-06-01,3,Manufacturing,1258998.04,2022,6,1293305.4887148947,1285319.8120833333,0.3853750985976401,-1.1533640673621393
174,2022-07-01,2022-07-01,3,Manufacturing,1274727.57,2022,7,1283500.3858533753,1276982.4583333333,-0.7581428322292472,-0.8781521200576403
175,2022-08-01,2022-08-01,3,Manufacturing,1268021.43,2022,8,1281810.3553876888,1269394.1312499999,-0.13167354558781819,0.05290553205123949
176,2022-09-01,2022-09-01,3,Manufacturing,1335098.95,2022,9,1288831.2159759242,1261922.4462500003,0.5477300568469623,-0.256288231720736
177,2022-10-01,2022-10-01,3,Manufacturing,1265484.64,2022,10,1291250.7597305197,1255302.3087500003,0.18773162262084586,1.2157039463037922
178,2022-11-01,2022-11-01,3,Manufacturing,1273399.51,2022,11,1295635.8822565614,1251311.31,0.33960270636796963,-0.550802501755876
179,2022-12-01,2022-12-01,3,Manufacturing,1288754.09,2022,12,1203011.7081940616,1249059.7920833332,-7.148935540530077,-7.912994574964949
180,2023-01-01,2023-01-01,3,Manufacturing,1223448.49,2023,1,1197574.9853815616,1246673.0379166668,-0.451926009985526,-7.47295428772059
181,2023-02-01,2023-02-01,3,Manufacturing,1196618.7,2023,2,1200642.9055898949,1244082.2354166664,0.2561777129434395,-6.640351448090187
182,2023-03-01,2023-03-01,3,Manufacturing,1188627.62,2023,3,1199135.6464232283,1241559.19625,-0.12553767316236808,-7.263618135801786
183,2023-04-01,2023-04-01,3,Manufacturing,1194675.14,2023,4,1208107.5914232282,1238616.7487499998,0.7482010085148705,-5.102670624489436
184,2023-05-01,2023-05-01,3,Manufacturing,1232469.79,2023,5,1257517.0450690615,1235396.2066666665,4.089822297004675,-2.39249630992151
185,2023-06-01,2023-06-01,3,Manufacturing,1235785.11,2023,6,1270092.5587148948,1236620.755,1.0000272914903352,-1.7948528172617384
186,2023-07-01,2023-07-01,3,Manufacturing,1240658.4,2023,7,1249431.2158533751,1242355.8433333333,-1.6267588310591496,-2.654394994774245
187,2023-08-01,2023-08-01,3,Manufacturing,1239911.34,2023,8,1253700.265387689,1247375.9120833331,0.34167943622234187,-2.1929991345324917
188,2023-09-01,2023-09-01,3,Manufacturing,1302656.1,2023,9,1256388.3659759243,1252052.5458333332,0.214413338056052,-2.5172303089690096
189,2023-10-01,2023-10-01,3,Manufacturing,1227308.75,2023,10,1253074.8697305198,1256923.254166667,-0.2637318471849004,-2.9565047464496397
190,2023-11-01,2023-11-01,3,Manufacturing,1234282.39,2023,11,1256518.7622565613,1259516.7808333333,0.2748353357993727,-3.019144540198382
191,2023-12-01,2023-12-01,3,Manufacturing,1357260.37,2023,12,1271517.9881940617,1260309.9629166669,1.193712850778561,5.6945646940411265
192,2024-01-01,2024-01-01,3,Manufacturing,1292584.33,2024,1,1266710.8253815616,1262987.760416667,-0.3780648686950716,5.7729863135019155
193,2024-02-01,2024-02-01,3,Manufacturing,1247964.51,2024,2,1251988.715589895,1266967.2520833334,-1.1622313077834567,4.276526331097008
194,2024-03-01,2024-03-01,3,Manufacturing,1249521.02,2024,3,1260029.0464232282,1271453.5958333334,0.6422047366093864,5.078107733819115
195,2024-04-01,2024-04-01,3,Manufacturing,1250678.74,2024,4,1264111.1914232282,1276214.6270833334,0.323972293463215,4.635646725307319
196,2024-05-01,2024-05-01,3,Manufacturing,1238710.83,2024,5,1263758.0850690615,1280703.74125,-0.027933172062910572,0.49629864060072304
197,2024-06-01,2024-06-01,3,Manufacturing,1248580.44,2024,6,1282887.8887148947,1290611.257083333,1.5137235418587025,1.0074328766201512
198,2024-07-01,2024-07-01,3,Manufacturing,1292130.21,2024,7,1300903.0258533752,1305549.8699999999,1.4042643396163568,4.119619339336289
199,2024-08-01,2024-08-01,3,Manufacturing,1283947.33,2024,8,1297736.255387689,1320162.5970833334,-0.24342863401435322,3.512481508997878
200,2024-09-01,2024-09-01,3,Manufacturing,1366292.36,2024,9,1320024.6259759243,1334540.7333333334,1.7174807666583192,5.0650150640776825
201,2024-10-01,2024-10-01,3,Manufacturing,1277937.24,2024,10,1303703.3597305198,,-1.2364364970341213,4.040340383722474
202,2024-11-01,2024-11-01,3,Manufacturing,1291392.64,2024,11,1313629.0122565613,,0.7613428662248012,4.545117169395607
203,2024-12-01,2024-12-01,3,Manufacturing,1537930.5,2024,12,1452188.1181940616,,10.547811036807285,14.209010936338062
204,2025-01-01,2025-01-01,3,Manufacturing,1470440.91,2025,1,1444567.4053815615,,-0.5247744914740893,14.040819454308018
205,2025-02-01,2025-02-01,3,Manufacturing,1420813.38,2025,2,1424837.5855898948,,-1.3657943352567425,13.805944721998497
206,2025-03-01,2025-03-01,3,Manufacturing,1421747.42,2025,3,1432255.4464232281,,0.5206109740754972,13.668446809927847
0,2008-01-01,2008-01-01,4,"Electricity, gas, water and waste management",958683.47,2008,1,928636.5987724673,,,
1,2008-02-01,2008-02-01,4,"Electricity, gas, water and waste management",1124345.33,2008,2,1117488.9323922591,,20.336516336899614,
2,2008-03-01,2008-03-01,4,"Electricity, gas, water and waste management",1133751.86,2008,3,1133976.4459339257,,1.4754073229495956,
3,2008-04-01,2008-04-01,4,"Electricity, gas, water and waste management",1091290.34,2008,4,1108703.9894755925,,-2.228657971596504,
4,2008-05-01,2008-05-01,4,"Electricity, gas, water and waste management",1074653.91,2008,5,1099300.139892259,,-0.8481839763002541,
5,2008-06-01,2008-06-01,4,"Electricity, gas, water and waste management",1064893.8,2008,6,1110647.845907884,,1.0322664033079354,
6,2008-07-01,2008-07-01,4,"Electricity, gas, water and waste management",1051732.33,2008,7,1052814.9929330067,1025191.3108333333,-5.207127820754254,
7,2008-08-01,2008-08-01,4,"Electricity, gas, water and waste management",923735.09,2008,8,934994.7091830065,1019821.4704166668,-11.190977003639368,
8,2008-09-01,2008-09-01,4,"Electricity, gas, water and waste management",951958.43,2008,9,915699.0490359478,1005834.415,-2.0637186454155687,
9,2008-10-01,2008-10-01,4,"Electricity, gas, water and waste management",982902.14,2008,10,1006295.5845276758,992744.7470833334,9.893702039672148,
10,2008-11-01,2008-11-01,4,"Electricity, gas, water and waste management",912138.48,2008,11,944816.5447099673,983803.6966666665,-6.109441476538402,
11,2008-12-01,2008-12-01,4,"Electricity, gas, water and waste management",1024622.48,2008,12,941332.8272360091,976150.1758333333,-0.368718932099954,
12,2009-01-01,2009-01-01,4,"Electricity, gas, water and waste management",973859.61,2009,1,943812.7387724674,969217.7762499999,0.2634468346057739,1.6342388421973553
13,2009-02-01,2009-02-01,4,"Electricity, gas, water and waste management",980293.02,2009,2,973436.622392259,968397.7316666665,3.138745897657702,-12.890714692951889
14,2009-03-01,2009-03-01,4,"Electricity, gas, water and waste management",942114.84,2009,3,942339.4259339256,973511.1633333331,-3.1945784392116705,-16.899559129922736
15,2009-04-01,2009-04-01,4,"Electricity, gas, water and waste management",968775.33,2009,4,986188.9794755923,976190.6874999999,4.65326530280834,-11.05029035369024
16,2009-05-01,2009-05-01,4,"Electricity, gas, water and waste management",982583.71,2009,5,1007229.939892259,979368.5095833334,2.133562720185256,-8.375346882883472
17,2009-06-01,2009-06-01,4,"Electricity, gas, water and waste management",973279.5,2009,6,1019033.5459078839,985613.1779166665,1.1718879223236334,-8.24872621304291
18,2009-07-01,2009-07-01,4,"Electricity, gas, water and waste management",976969.04,2009,7,978051.7029330066,991771.4833333334,-4.0216382610216765,-7.101275200471768
19,2009-08-01,2009-08-01,4,"Electricity, gas, water and waste management",978817.31,2009,8,990076.9291830066,997407.1533333333,1.229508237032717,5.891179860058315
20,2009-09-01,2009-09-01,4,"Electricity, gas, water and waste management",1019598.57,2009,9,983339.1890359477,1003472.3275000001,-0.6805269316414453,7.386721660485707
21,2009-10-01,2009-10-01,4,"Electricity, gas, water and waste management",979570.58,2009,10,1002964.0245276757,1011088.9029166667,1.9957340977092564,-0.3310717100645677
22,2009-11-01,2009-11-01,4,"Electricity, gas, water and waste management",991737.77,2009,11,1024415.8347099674,1017379.7729166667,2.1388414397409683,8.42484082710837
23,2009-12-01,2009-12-01,4,"Electricity, gas, water and waste management",1094895.23,2009,12,1011605.5772360091,1022125.1558333335,-1.2504938951461209,7.465239495188802
24,2010-01-01,2010-01-01,4,"Electricity, gas, water and waste management",1051386.19,2010,1,1021339.3187724673,1026913.9145833334,0.9622071838565338,8.214190889268114
25,2010-02-01,2010-02-01,4,"Electricity, gas, water and waste management",1038022.52,2010,2,1031166.122392259,1032237.0466666666,0.9621487628227454,5.930483677317122
26,2010-03-01,2010-03-01,4,"Electricity, gas, water and waste management",1029949.52,2010,3,1030174.1059339256,1038624.3354166666,-0.09620336013677067,9.320917451050036
27,2010-04-01,2010-04-01,4,"Electricity, gas, water and waste management",1063738.46,2010,4,1081152.1094755924,1044872.0124999998,4.948484265720454,9.62930350839013
28,2010-05-01,2010-05-01,4,"Electricity, gas, water and waste management",1038601.46,2010,5,1063247.689892259,1050856.1770833333,-1.656050006878118,5.561565217768649
29,2010-06-01,2010-06-01,4,"Electricity, gas, water and waste management",1031150.94,2010,6,1076904.9859078838,1065567.6024999998,1.2844886610577921,5.6790515123268825
30,2010-07-01,2010-07-01,4,"Electricity, gas, water and waste management",1034027.81,2010,7,1035110.4729330066,1088239.6641666666,-3.8809842578305442,5.833921645337425
31,2010-08-01,2010-08-01,4,"Electricity, gas, water and waste management",1049513.71,2010,8,1060773.3291830064,1110352.6779166667,2.479238392524774,7.1404956439432565
32,2010-09-01,2010-09-01,4,"Electricity, gas, water and waste management",1102197.1,2010,9,1065937.719035948,1132165.01875,0.48685140461808274,8.399800488067477
33,2010-10-01,2010-10-01,4,"Electricity, gas, water and waste management",1046916.3,2010,10,1070309.7445276757,1150605.3533333333,0.41015768685639387,6.71466955474449
34,2010-11-01,2010-11-01,4,"Electricity, gas, water and waste management",1068012.0,2010,11,1100690.0647099672,1166670.8891666667,2.838460579997637,7.445631687408905
35,2010-12-01,2010-12-01,4,"Electricity, gas, water and waste management",1371695.21,2010,12,1288405.557236009,1183832.5908333333,17.054346045678635,27.36244107671839
36,2011-01-01,2011-01-01,4,"Electricity, gas, water and waste management",1318715.69,2011,1,1288668.8187724673,1203060.8120833333,0.02043312643131845,26.174406006546324
37,2011-02-01,2011-02-01,4,"Electricity, gas, water and waste management",1301405.35,2011,2,1294548.9523922591,1223905.4108333332,0.45629517329308644,25.54223071147488
38,2011-03-01,2011-03-01,4,"Electricity, gas, water and waste management",1290062.87,2011,3,1290287.4559339257,1244898.3020833333,-0.3291877414491329,25.249455262146103
39,2011-04-01,2011-04-01,4,"Electricity, gas, water and waste management",1246193.14,2011,4,1263606.7894755923,1265579.9491666665,-2.067807939667332,16.875949128795465
40,2011-05-01,2011-05-01,4,"Electricity, gas, water and waste management",1241719.64,2011,5,1266365.869892259,1284896.952083333,0.21834960366204914,19.103561844614237
41,2011-06-01,2011-06-01,4,"Electricity, gas, water and waste management",1239913.6,2011,6,1285667.645907884,1296826.5862499997,1.524186372558134,19.38542979481175
42,2011-07-01,2011-07-01,4,"Electricity, gas, water and waste management",1286742.46,2011,7,1287825.1229330066,1293141.9795833332,0.16780985599114118,24.414268487104373
43,2011-08-01,2011-08-01,4,"Electricity, gas, water and waste management",1297069.43,2011,8,1308329.0491830064,1280999.879583333,1.5921359107595512,23.337287353431503
44,2011-09-01,2011-09-01,4,"Electricity, gas, water and waste management",1358470.77,2011,9,1322211.3890359479,1269219.3945833333,1.0610740365055937,24.042086645716807
45,2011-10-01,2011-10-01,4,"Electricity, gas, water and waste management",1287002.16,2011,10,1310395.6045276755,1259119.6120833333,-0.893638082855075,22.431437369184092
46,2011-11-01,2011-11-01,4,"Electricity, gas, water and waste management",1291534.21,2011,11,1324212.2747099672,1249692.1829166666,1.0543892344077044,20.30746139776398
47,2011-12-01,2011-12-01,4,"Electricity, gas, water and waste management",1434484.22,2011,12,1351194.567236009,1239765.6004166666,2.0376108152261097,4.873388635073894
48,2012-01-01,2012-01-01,4,"Electricity, gas, water and waste management",1167496.12,2012,1,1137449.2487724675,1239175.7470833333,-15.818988889274255,-11.734556450589483
49,2012-02-01,2012-02-01,4,"Electricity, gas, water and waste management",1161214.52,2012,2,1154358.122392259,1247197.7791666668,1.486560709239515,-10.82931856234055
50,2012-03-01,2012-03-01,4,"Electricity, gas, water and waste management",1147522.06,2012,3,1147746.6459339256,1254537.100833333,-0.5727404979515405,-11.047213498392672
51,2012-04-01,2012-04-01,4,"Electricity, gas, water and waste management",1146339.17,2012,4,1163752.8194755923,1261543.6462499998,1.3945737587969464,-7.90229767928362
52,2012-05-01,2012-05-01,4,"Electricity, gas, water and waste management",1115315.31,2012,5,1139961.539892259,1261149.1795833332,-2.0443584913550694,-9.981659566579616
53,2012-06-01,2012-06-01,4,"Electricity, gas, water and waste management",1128079.95,2012,6,1173833.9959078839,1251482.528333333,2.971368316410583,-8.69848831896427
54,2012-07-01,2012-07-01,4,"Electricity, gas, water and waste management",1384419.63,2012,7,1385502.2929330065,1257665.71375,18.032217312074962,7.584661011857063
55,2012-08-01,2012-08-01,4,"Electricity, gas, water and waste management",1391921.03,2012,8,1403180.6491830065,1283222.1800000002,1.2759528685135635,7.249827561287492
